1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	Q3-2022	Q4-2022	Oct-2022	Nov-2022	Dec-2022
99.7	118.7	190.3	196.9	191.5	226.5	206.9	174.3	158.4	156.6	147.0	143.5	136.9	124.5	118.4	115.7	109.8	103.0	99.2	97.7	100.0	105.5	113.0	106.8	96.9	99.2	99.2	95.5	97.4	97.4	100.0	103.8	105.3	108.2	106.9	106.7	112.9	125.0	125.4	127.5	125.5	130.3	126.9
